book_id,tag_name
7433,Art
7433,Poetry
7433,History
7437,Fiction
7437,Fantasy
7437,Psychology
7437,Poetry
7442,Art
7442,Cookbooks
7442,Poetry
7442,History
7442,Fiction
7445,Fiction
7445,Art
7445,Crime
7445,Cookbooks
7455,Fiction
7455,Poetry
7493,Fantasy
7493,History
7493,Fiction
7494,Psychology
7494,Poetry
7494,History
7494,Fiction
7510,Fiction
7510,Fantasy
7510,Poetry
7520,Fiction
7520,Psychology
7520,Poetry
7531,Fiction
7572,Christian
7572,Poetry
7572,History
7572,Fiction
7579,History
7579,Comics
7588,Art
7588,Cookbooks
7588,Psychology
7588,Poetry
7588,History
7588,Fiction
7603,Fiction
7603,Comics
7603,Cookbooks
7603,Psychology
7603,Poetry
7603,History
7604,Art
7604,Fiction
7604,Fantasy
7604,Cookbooks
7613,Art
7613,Fiction
7613,Manga
7624,Christian
7624,Art
7624,Fiction
7624,Manga
7624,Fantasy
7628,Poetry
7628,History
7628,Fiction
7661,Fiction
7661,History
7663,Fiction
7667,Fiction
7667,Fantasy
7667,Psychology
7668,Poetry
7668,History
7669,Fiction
7669,History
7670,Art
7670,Comics
7670,Psychology
7670,Poetry
7670,History
7670,Fiction
7672,Fantasy
7672,Psychology
7672,History
7672,Fiction
7673,Psychology
7673,History
7673,Fiction
7675,Psychology
7675,Poetry
7675,Fiction
7677,Art
7677,Manga
7677,Comics
7677,Fiction
7677,Fantasy
7677,Psychology
7677,Poetry
7679,Fiction
7679,Psychology
7682,Fiction
7707,History
7707,Fiction
7714,Poetry
7714,Fiction
7723,History
7723,Fiction
7723,Poetry
7728,Fiction
7728,Psychology
7728,History
7733,Art
7733,Fiction
7733,Fantasy
7733,Comics
7745,Art
7745,Fantasy
7745,Fiction
7745,Psychology
7745,Poetry
7745,History
7763,Fantasy
7763,Fiction
7763,Psychology
7763,Poetry
7769,Psychology
7769,Fiction
7770,Fantasy
7770,Fiction
7770,Poetry
7770,History
7779,Art
7779,Fiction
7779,Comics
7779,History
7780,Poetry
7784,Art
7784,Fiction
7784,Fantasy
7784,Poetry
7784,History
7785,Fiction
7785,Psychology
7785,History
7797,Fiction
7805,Poetry
7805,Manga
7805,Art
7805,Cookbooks
7805,Psychology
7805,History
7805,Fiction
7815,Fiction
7815,Poetry
7815,History
7869,Art
7869,Fantasy
7869,Comics
7869,Cookbooks
7869,Psychology
7869,Fiction
7882,Business
7882,Fiction
7882,History
7909,History
7911,Fiction
7926,Fantasy
7926,Crime
7926,Fiction
7926,Psychology
7926,Poetry
7926,History
7967,Fantasy
7967,Poetry
7967,History
7967,Fiction
7968,Fiction
7973,Comics
7973,Psychology
7973,Poetry
7973,History
7973,Fiction
7979,Fiction
7979,Poetry
7980,Comics
7980,History
7980,Fiction
7981,Fiction
7981,Comics
7981,Fantasy
7983,Fiction
7983,Comics
7987,Cookbooks
7987,History
7987,Fiction
7993,Fiction
7993,Comics
7993,Psychology
7996,Manga
7996,Art
7996,Fiction
7996,Comics
7996,Psychology
7996,Poetry
7998,Fiction
7998,Fantasy
7998,Comics
7998,Poetry
7998,History
7999,Comics
7999,Fantasy
7999,Cookbooks
7999,Fiction
8073,Fiction
8073,Fantasy
8073,Poetry
8073,History
8087,Business
8087,Art
8087,Fantasy
8087,History
8087,Fiction
8088,Art
8088,Fiction
8088,Psychology
8088,History
8089,Cookbooks
8089,Poetry
8089,Fiction
8127,Christian
8127,Art
8127,Fiction
8127,Fantasy
8127,Cookbooks
8155,History
8155,Fiction
8172,History
8248,Art
8248,Fiction
8248,Fantasy
8248,Psychology
8248,Poetry
8248,History
8252,Art
8252,Manga
8252,Poetry
8252,History
8252,Fiction
8253,Comics
8253,Art
8253,History
8253,Fiction
8282,Comics
8282,Fiction
8282,Psychology
8282,Poetry
8282,History
8296,Comics
8296,Poetry
8296,Fiction
8337,Art
8337,Fantasy
8337,Fiction
8337,Psychology
8337,Poetry
8492,Fiction
8515,Fiction
8515,Poetry
8515,History
8600,Art
8600,Fiction
8600,History
8646,Fiction
8646,History
8647,Art
8647,Psychology
8647,Poetry
8647,History
8647,Fiction
8648,Art
8648,Fiction
8648,History
8650,Art
8650,Fiction
8650,Fantasy
8650,Poetry
8676,Fiction
8682,Fiction
8694,Art
8694,Fiction
8694,Poetry
8694,History
8695,Art
8695,Fantasy
8695,Comics
8695,Fiction
8695,Cookbooks
8695,Psychology
8695,Poetry
8695,History
8696,Fiction
8696,Poetry
8696,History
8698,Art
8698,Manga
8698,Fiction
8698,Fantasy
8698,Poetry
8698,History
8725,Fiction
8732,Fiction
8732,Cookbooks
8732,Psychology
8732,History
8745,Fantasy
8745,Fiction
8765,Art
8765,Fiction
8852,Art
8852,Manga
8852,Fiction
8852,Fantasy
8852,Comics
8908,Art
8908,Fiction
8908,Fantasy
8908,Comics
8909,Art
8909,Manga
8909,Fiction
8909,Comics
8909,Poetry
8914,Comics
8914,History
8921,Art
8921,Fiction
8921,Fantasy
8921,Poetry
8948,Fantasy
8949,Fiction
8949,Psychology
8951,Fiction
8951,Fantasy
8951,Cookbooks
8951,Psychology
8952,Fiction
8952,History
8953,Poetry
8953,Fiction
8957,Art
8957,Fantasy
8957,Poetry
8957,Fiction
8960,Fiction
8962,Business
8962,Fiction
8962,History
8963,Art
8963,History
8964,Fiction
8965,Art
8965,Fiction
8966,Art
8967,Manga
8967,Cookbooks
8967,Fiction
8968,Art
8968,Fiction
9010,Fantasy
9010,Comics
9010,History
9010,Fiction
9013,Cookbooks
9013,Fiction
9014,Art
9014,History
9014,Fiction
9282,Business
9282,Fantasy
9298,Fiction
9300,History
9300,Comics
9301,Psychology
9301,Fiction
9302,Fiction
9303,Fiction
9328,Manga
9328,Fiction
9328,Fantasy
9328,Comics
9328,Psychology
9328,Poetry
9328,History
9355,Fiction
9370,Art
9370,Fiction
9370,Poetry
9375,Psychology
9375,History
9375,Fiction
9416,Fiction
9416,Comics
9416,Psychology
9416,Poetry
9416,History
9417,Cookbooks
9417,Psychology
9417,Poetry
9417,Fiction
9418,Classics
9418,Fiction
9418,Psychology
9418,Poetry
9418,History
9419,Art
9419,Fiction
9419,Comics
9419,Psychology
9419,Poetry
9419,History
9420,Fiction
9420,Mystery
9420,Comics
9420,Psychology
9420,Poetry
9420,History
9454,Fantasy
9454,Fiction
9475,Fantasy
9475,Psychology
9475,History
9475,Fiction
9503,Fantasy
9503,Poetry
9503,History
9503,Fiction
9516,Biography
9516,Comics
9516,Cookbooks
9516,Psychology
9516,Poetry
9517,Art
9517,Fiction
9517,Psychology
9522,Manga
9522,Comics
9522,History
9522,Fiction
9526,Fiction
9530,Fiction
9530,History
9531,History
9532,Art
9532,Comics
9532,Fiction
9532,Psychology
9532,Poetry
9532,History
9534,History
9534,Fiction
9539,Fiction
9539,Art
9539,Comics
9539,Poetry
9539,History
9549,Art
9549,Fiction
9549,History
9555,Art
9555,Fiction
9555,Psychology
9557,Cookbooks
9557,Psychology
9557,History
9557,Fiction
9566,Fiction
9566,Psychology
9566,Poetry
9566,History
9567,Fantasy
9570,Poetry
9589,Art
9589,Comics
9589,History
9589,Fiction
9590,Fiction
9590,Psychology
9592,Fiction
9592,Fantasy
9592,Psychology
9592,History
9593,Fiction
9593,Fantasy
9593,Comics
9593,Psychology
9593,History
9594,Fiction
9595,History
9595,Fiction
9597,Art
9597,Psychology
9597,Poetry
9597,Fiction
9598,Psychology
9598,Poetry
9598,Fiction
9601,Comics
9601,Business
9601,Poetry
9601,Fiction
9646,Fantasy
9646,Psychology
9646,Poetry
9646,History
9646,Fiction
9648,Cookbooks
9648,Psychology
9648,Fiction
9650,Fiction
9650,Psychology
9650,Poetry
9650,History
9654,Fiction
9654,Psychology
9654,Poetry
9712,Fiction
9712,Cookbooks
9712,Poetry
9717,Art
9717,Fiction
9717,Fantasy
9717,Comics
9717,Cookbooks
9717,Psychology
9717,Poetry
9742,Art
9742,Fiction
9742,Cookbooks
9742,Psychology
9742,Poetry
9742,History
9777,Fiction
9777,Cookbooks
9777,Psychology
9777,Poetry
9784,Fiction
9784,Poetry
9784,History
9791,Art
9791,Cookbooks
9791,Fiction
9791,Psychology
9791,Poetry
9791,History
9799,Art
9799,Fiction
9804,Psychology
9804,History
9804,Fiction
9809,Fiction
9809,Comics
9809,Art
9809,Psychology
9809,Poetry
9809,History
9820,Fiction
9820,Poetry
9822,Crime
9822,Fiction
9822,Psychology
9822,Poetry
9822,History
9827,Psychology
9827,Poetry
9827,Fiction
9833,Cookbooks
9833,Psychology
9833,Poetry
9833,History
9833,Fiction
9838,Art
9838,Poetry
9838,History
9838,Fiction
9844,Business
9844,Fiction
9844,Comics
9854,Fiction
9864,Fiction
9865,Fiction
9912,Fiction
9913,History
9913,Fiction
9914,Fiction
9915,Fiction
9915,Psychology
9915,Poetry
9957,Fiction
9998,Cookbooks
9998,Poetry
9998,Fiction
