id,book_id,authors,original_publication_year,original_title,language_code,average_rating,ratings_count,,,,,,,,,,,,,,,
1379,13136,"James Patterson, Andrew Gross",2002,2nd Chance,eng,4.01,68834,,,,,,,,,,,,,,,
1380,15195,Art Spiegelman,1986,The Complete Maus,en-GB,4.53,76785,,,,,,,,,,,,,,,
1381,27003,Jasper Fforde,2001,The Eyre Affair,en-US,3.92,85683,,,,,,,,,,,,,,,
1382,43808,"Faye Perozich, Anne Rice, John Bolton, Daerick Gröss",1989,Anne Rice's The Vampire Lestat: The Graphic Novel,en-GB,4.17,61842,,,,,,,,,,,,,,,
1384,38210,"Dalai Lama XIV, Howard C. Cutler",1998,The Art of Happiness: A Handbook for Living,eng,4.14,61498,,,,,,,,,,,,,,,
1385,20819685,David Mitchell,2014,The Bone Clocks,eng,3.81,53151,,,,,,,,,,,,,,,
1386,5157,Anna Quindlen,1998,Black and Blue,eng,3.86,67753,,,,,,,,,,,,,,,
1388,5346,John Grisham,2004,The Last Juror,eng,3.85,63114,,,,,,,,,,,,,,,
1389,22284,Chuck Palahniuk,2003,Diary,eng,3.6,58428,,,,,,,,,,,,,,,
1390,11003,Janet Evanovich,2005,Eleven on Top,en-US,4.15,84363,,,,,,,,,,,,,,,
1391,28195,"Cornelia Funke, Anthea Bell",2005,Tintenblut,eng,3.91,82291,,,,,,,,,,,,,,,
1392,599,Chuck Klosterman,2003,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",en-US,3.75,56548,,,,,,,,,,,,,,,
1393,30933,Evelyn Waugh,1945,Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder,eng,3.99,69087,,,,,,,,,,,,,,,
1394,91475,Jim Butcher,2007,White Night,en-US,4.41,73534,,,,,,,,,,,,,,,
1395,18498569,Jessie Burton,2014,The Miniaturist,eng,3.58,56344,,,,,,,,,,,,,,,
1396,259836,"Margaret Weis, Tracy Hickman",1984,Dragons of Autumn Twilight,en-US,4.03,76219,,,,,,,,,,,,,,,
1397,37586,Eoin Colfer,2006,The Lost Colony,en-US,4.01,103844,,,,,,,,,,,,,,,
1398,493456,Scott Westerfeld,2006,Extras,en-US,3.59,85873,,,,,,,,,,,,,,,
1399,144349,John Flanagan,2005,The Burning Bridge,en-US,4.28,74156,,,,,,,,,,,,,,,
1400,16054217,Deborah Harkness,2014,The Book of Life,eng,4.15,63027,,,,,,,,,,,,,,,
1401,615570,Julia Cameron,1992,The Artist's Way: A Spiritual Path to Higher Creativity,eng,3.89,66049,,,,,,,,,,,,,,,
1402,407429,"Jon Scieszka, Lane Smith",1992,The Stinky Cheese Man and Other Fairly Stupid Tales,eng,4.2,78487,,,,,,,,,,,,,,,
1403,6587879,Joe Hill,2009,Horns,en-US,3.92,66287,,,,,,,,,,,,,,,
1404,10414941,Robert K. Massie,2011,Catherine the Great: Portrait of a Woman,en-CA,3.91,66591,,,,,,,,,,,,,,,
1405,6080337,Margaret Atwood,2009,The Year of the Flood,eng,4.05,68597,,,,,,,,,,,,,,,
1406,6668467,Kristin Hannah,2009,Winter Garden,en-GB,4.13,66577,,,,,,,,,,,,,,,
1407,5356,John Grisham,2003,The King of Torts,eng,3.67,61835,,,,,,,,,,,,,,,
1408,711901,"Marcus Luttrell, Patrick Robinson",2006,Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,eng,4.34,46551,,,,,,,,,,,,,,,
1409,3320520,Chetan Bhagat,2008,The 3 Mistakes of My Life,eng,2.97,53331,,,,,,,,,,,,,,,
1410,16328,Agatha Christie,1926,The Murder of Roger Ackroyd,eng,4.2,71354,,,,,,,,,,,,,,,
1411,15622,Richard Wright,1940,Native Son ,eng,3.96,66194,,,,,,,,,,,,,,,
1412,3754016,Brent Weeks,2008,Shadow's Edge,en-US,4.27,66390,,,,,,,,,,,,,,,
1413,11594257,Veronica Rossi,2011,Under the Never Sky,en-GB,4.01,74029,,,,,,,,,,,,,,,
1414,3464,Nicholas Sparks,2003,True Believer,en-US,3.8,62840,,,,,,,,,,,,,,,
1415,10127019,Eric Ries,2011,The Lean Startup‎,en-US,4.04,86284,,,,,,,,,,,,,,,
1416,8709523,Richelle Mead,2012,The Golden Lily,en-US,4.36,86929,,,,,,,,,,,,,,,
1417,426775,Lauren Weisberger,2008,Chasing Harry Winston,eng,3.32,63342,,,,,,,,,,,,,,,
1420,767171,William L. Shirer,1960,The Rise and Fall of the Third Reich: A History of Nazi Germany,eng,4.15,64391,,,,,,,,,,,,,,,
1421,10073,Nick Hornby,2005,A Long Way Down,eng,3.41,59843,,,,,,,,,,,,,,,
1422,106134,"Jeff Smith, Steve Hamaker",1993,Out from Boneville,eng,4.16,62330,,,,,,,,,,,,,,,
1423,10619,Stephen King,1995,Rose Madder,eng,3.66,70921,,,,,,,,,,,,,,,
1424,220969,Lee Child,1998,"Die Trying (Jack Reacher, #2)",en-US,4,62128,,,,,,,,,,,,,,,
1425,10757833,"Kami Garcia, Margaret Stohl, Paz Pruneda",2011,Beautiful Chaos,en-US,3.95,69709,,,,,,,,,,,,,,,
1427,153025,Joe Hill,2007,Heart-Shaped Box,en-US,3.82,65005,,,,,,,,,,,,,,,
1428,11254250,Jeff Kinney,2010,Cabin Fever,eng,4.21,63347,,,,,,,,,,,,,,,
1430,29547,Lauren Weisberger,2005,Everyone Worth Knowing,en-US,3.39,59932,,,,,,,,,,,,,,,
1431,7996,Brian Jacques,1986,Redwall,eng,4.11,73918,,,,,,,,,,,,,,,
1432,30474,"Karl Marx, Friedrich Engels, Gareth Stedman Jones",1848,Manifest der Kommunistischen Partei,eng,3.51,56464,,,,,,,,,,,,,,,
1433,28187230,Ruth Ware,2016,The Woman in Cabin 10,eng,3.67,90541,,,,,,,,,,,,,,,
1434,38296,James Fenimore Cooper,1826,The Last of the Mohicans: A Narrative of 1757,eng,3.69,67632,,,,,,,,,,,,,,,
1435,228560,William Styron,1979,Sophie's Choice,eng,4.18,66923,,,,,,,,,,,,,,,
1436,9417,Sophie Kinsella,2004,Shopaholic and Sister,eng,3.64,69007,,,,,,,,,,,,,,,
1437,7747064,Julie Kagawa,2010,The Iron Daughter,eng,4.13,93340,,,,,,,,,,,,,,,
1438,103610,Bruce H. Wilkinson,2000,The Prayer of Jabez:  Breaking Through to the Blessed Life,eng,3.92,57468,,,,,,,,,,,,,,,
1439,12401556,Karen Thompson Walker,2012,The Age of Miracles,eng,3.64,61296,,,,,,,,,,,,,,,
1440,1255781,Mitch Albom,2009,Have a Little Faith: A True Story,en-US,4.16,60002,,,,,,,,,,,,,,,
1441,5084,"Julia Child, Alex Prud'Homme",2006,My Life in France,eng,4.16,63100,,,,,,,,,,,,,,,
1442,21844019,Graeme Simsion,2014,The Rosie Effect,eng,3.56,27308,,,,,,,,,,,,,,,
1443,11827808,Amish Tripathi,2011,The Secret of the Nagas.,eng,3.98,50158,,,,,,,,,,,,,,,
1445,331920,Wendelin Van Draanen,2001,Flipped,en-US,3.94,79264,,,,,,,,,,,,,,,
1448,67035,"Douglas Preston, Lincoln Child",1995,Relic,eng,4.01,68011,,,,,,,,,,,,,,,
1449,28,Bill Bryson,1995,Notes from a Small Island,eng,3.91,66947,,,,,,,,,,,,,,,
1450,927979,Jim Butcher,2008,Small Favor,en-US,4.43,70029,,,,,,,,,,,,,,,
1451,6465707,Robert Kirkman,2009,The Walking Dead Compendium Volume 1,eng,4.43,57764,,,,,,,,,,,,,,,
1452,85990,Shannon Hale,2005,Princess Academy,eng,4.01,82470,,,,,,,,,,,,,,,
1453,18692431,"Nicola Yoon, David Yoon",2015,"Everything, Everything",eng,4.11,132552,,,,,,,,,,,,,,,
1454,7714,George Bernard Shaw,1912,Pygmalion,en-US,3.9,70079,,,,,,,,,,,,,,,
1455,13438524,Barbara Kingsolver,2012,Flight Behavior,eng,3.75,57078,,,,,,,,,,,,,,,
1456,2146957,Brandon Mull,2008,Grip of the Shadow Plague,eng,4.26,65638,,,,,,,,,,,,,,,
1457,363752,Helen Fielding,1999,Bridget Jones: The Edge of Reason,eng,3.53,73093,,,,,,,,,,,,,,,
1458,3388,Louis de Bernières,1994,Captain Corelli's Mandolin,eng,3.95,57583,,,,,,,,,,,,,,,
1459,15924,Nicholas Sparks,2004,At First Sight,en-US,3.81,62219,,,,,,,,,,,,,,,
1460,24,Bill Bryson,2000,Down Under,eng,4.05,58688,,,,,,,,,,,,,,,
1461,194373,Arthur Conan Doyle,1894,The Memoirs of Sherlock Holmes,eng,4.32,56918,,,,,,,,,,,,,,,
1462,11529868,Adam Johnson,2012,The Orphan Master's Son,eng,4.06,52765,,,,,,,,,,,,,,,
1463,44687,David Eddings,1984,Enchanters' End Game,en-US,4.17,69134,,,,,,,,,,,,,,,
1464,991197,"Marjane Satrapi, Mattias Ripa, Blake Ferris, Anjali Singh",2003,Persepolis,en-US,4.36,71353,,,,,,,,,,,,,,,
1465,187181,Chaim Potok,1967,The Chosen,eng,4.03,70701,,,,,,,,,,,,,,,
1466,321552,"Irving Stone, שמואל שניצר",1958,The Agony and the Ecstasy: A Biographical Novel of Michelangelo,eng,4.09,61256,,,,,,,,,,,,,,,
1467,4912857,"Carlos Ruiz Zafón, Lucia Graves",2008,El juego del ángel,eng,3.86,46225,,,,,,,,,,,,,,,
1468,147865,Cecelia Ahern,2004,Where Rainbows End,en-US,3.95,55236,,,,,,,,,,,,,,,
1469,774001,"Peggy Parish, Fritz Siebel",1963,Amelia Bedelia,eng,4.15,72329,,,,,,,,,,,,,,,
1470,16140036,Jodi Ellen Malpas,2012,This Man,eng,4.13,79461,,,,,,,,,,,,,,,
1471,7723542,W. Bruce Cameron,2010,A Dog's Purpose ,en-US,4.35,65091,,,,,,,,,,,,,,,
1472,20560137,Sabaa Tahir,2015,An Ember in the Ashes,eng,4.32,45492,,,,,,,,,,,,,,,
1473,1240662,J.R. Ward,2008,"Lover Enshrined, part one",eng,4.12,87432,,,,,,,,,,,,,,,
1474,15819028,Helene Wecker,2013,The Golem and the Jinni,eng,4.1,59650,,,,,,,,,,,,,,,
1475,16081961,"أحلام مستغانمي, Ahlam Mosteghanemi",2012,الأسود يليق بك,ara,3.72,42958,,,,,,,,,,,,,,,
1476,297792,"Lemony Snicket, Brett Helquist",2003,The Slippery Slope,en-US,4,81362,,,,,,,,,,,,,,,
1477,31242,"Charles Dickens, Nicola Bradbury, Hablot Knight Browne",1853,Bleak House,eng,4,67433,,,,,,,,,,,,,,,
1478,775597,Esphyr Slobodkina,1938,"Caps for sale: a tale of a peddler, some monkeys and their monkey business",eng,4.12,72504,,,,,,,,,,,,,,,
1479,29396,Jim Butcher,2004,Furies of Calderon ,eng,4.12,70269,,,,,,,,,,,,,,,
1480,13831,Tamora Pierce,1983,Alanna: The First Adventure,en-US,4.27,85699,,,,,,,,,,,,,,,
1481,6202342,Audrey Niffenegger,2009,Her Fearful Symmetry,en-GB,3.23,63737,,,,,,,,,,,,,,,
1482,22450859,Anita Diamant,2014,The Boston Girl,eng,3.79,51603,,,,,,,,,,,,,,,
1483,5098079,J.R. Ward,2009,"Lover Enshrined, part two",eng,4.38,84650,,,,,,,,,,,,,,,
1484,77565,Dan Simmons,1990,The Fall of Hyperion,eng,4.18,63235,,,,,,,,,,,,,,,
1485,21704,James Ellroy,1987,The Black Dahlia,en-US,3.75,61412,,,,,,,,,,,,,,,
1486,83346,"Lewis Carroll, John Tenniel, Peter Glassman",1871,"Through the Looking-Glass, and What Alice Found There",eng,4.06,63050,,,,,,,,,,,,,,,
1487,1848,Jung Chang,1991,Wild Swans: Three Daughters of China,en-US,4.23,60193,,,,,,,,,,,,,,,
1488,460548,P.D. Eastman,1961,"Go, Dog. Go!",eng,4.08,66360,,,,,,,,,,,,,,,
1490,22453035,Stephen King,2015,Finders Keepers,eng,4.03,36541,,,,,,,,,,,,,,,
1491,6065215,"Guillermo del Toro, Chuck Hogan",2009,The Strain,en-US,3.77,58631,,,,,,,,,,,,,,,
1492,112204,"Emily Dickinson, Thomas H. Johnson",1890,The Complete Poems of Emily Dickinson,eng,4.21,60278,,,,,,,,,,,,,,,
1493,130580,Fred Gipson,1956,Old Yeller,en-US,4.06,69815,,,,,,,,,,,,,,,
1494,773858,Steve Martin,2007,Born Standing Up: A Comic's Life,eng,3.87,60869,,,,,,,,,,,,,,,
1496,147915,George R.R. Martin,2000,A Storm of Swords: Part 2 Blood and Gold,eng,4.56,54977,,,,,,,,,,,,,,,
1498,11602,Stephen King,1999,Hearts in Atlantis,eng,3.8,65063,,,,,,,,,,,,,,,
1500,11298,"Haruki Murakami, Alfred Birnbaum",1982,羊をめぐる冒険 [Hitsujiwomegurubōken],eng,3.94,55262,,,,,,,,,,,,,,,
1501,252499,Philippa Gregory,2003,The Queen's Fool,en-US,3.83,69504,,,,,,,,,,,,,,,
1502,12812550,Laini Taylor,2012,Days of Blood & Starlight,en-CA,4.21,85746,,,,,,,,,,,,,,,
1503,8682,Tom Robbins,1984,Jitterbug Perfume,eng,4.24,48277,,,,,,,,,,,,,,,
1504,144350,John Flanagan,2006,"The Battle for Skandia (Ranger's Apprentice, #4)",en-US,4.32,60959,,,,,,,,,,,,,,,
1505,10576365,Alexandra Bracken,2012,The Darkest Minds,eng,4.26,83886,,,,,,,,,,,,,,,
1506,1427,"Paulo Coelho, Margaret Jull Costa",2005,O Zahir,eng,3.56,50921,,,,,,,,,,,,,,,
1507,1134122,Norman Vincent Peale,1952,The Power of Positive Thinking,eng,4.08,52704,,,,,,,,,,,,,,,
1508,23346377,Ruth Ware,2015,"In a Dark, Dark Wood ",eng,3.65,67344,,,,,,,,,,,,,,,
1509,17728,"Edith Wharton, Nina Bawden",1905,The House of Mirth,eng,3.94,60611,,,,,,,,,,,,,,,
1510,2454986,"Hiro Mashima, William Flanagan",2006,Fairy Tail 1,eng,4.4,65477,,,,,,,,,,,,,,,
1511,21535271,"Patrick Rothfuss, Nate  Taylor",2014,The Slow Regard of Silent Things,eng,3.92,57716,,,,,,,,,,,,,,,
1512,18478222,Solomon Northup,1853,Twelve Years a Slave,eng,4.15,39758,,,,,,,,,,,,,,,
1513,7046495,J.R. Ward,2010,"Lover Avenged, part one",eng,4.41,82824,,,,,,,,,,,,,,,
1514,17780,Nathaniel Philbrick,1999,In the Heart of the Sea: The Tragedy of the Whaleship Essex,en-US,4.16,57259,,,,,,,,,,,,,,,
1515,81227,Ayaan Hirsi Ali,2006,Infidel,eng,4.2,58432,,,,,,,,,,,,,,,
1516,242472,Nassim Nicholas Taleb,2007,The Black Swan: The Impact of the Highly Improbable,eng,3.88,53586,,,,,,,,,,,,,,,
1517,13281368,Justin Cronin,2012,The Twelve,eng,3.98,56756,,,,,,,,,,,,,,,
1518,17125,"Aleksandr Solzhenitsyn, H.T. Willetts",1962,Один день Ивана Денисовича,eng,3.94,61678,,,,,,,,,,,,,,,
1519,827,Neal Stephenson,1995,The Diamond Age,eng,4.19,61836,,,,,,,,,,,,,,,
1520,164154,Walter M. Miller Jr.,1959,A Canticle for Leibowitz,eng,3.97,66721,,,,,,,,,,,,,,,
1521,7728,"Sophocles, J.E. Thomas",-441,Ἀντιγόνη,eng,3.6,67608,,,,,,,,,,,,,,,
1522,4954833,Colm Tóibín,2009,Brooklyn,eng,3.63,55459,,,,,,,,,,,,,,,
1523,8525590,Lauren DeStefano,2011,Wither,eng,3.81,84776,,,,,,,,,,,,,,,
1524,27161156,J.D. Vance,2016,Hillbilly Elegy. A Memoir of a Family and Culture in Crisis,eng,3.99,80737,,,,,,,,,,,,,,,
1525,113435,Robert Jordan,2003,Crossroads of Twilight,en-US,3.82,61361,,,,,,,,,,,,,,,
1526,35220,Stephen Crane,1871,The Red Badge of Courage,eng,3.21,68448,,,,,,,,,,,,,,,
1527,21413662,Randall Munroe,2014,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,eng,4.17,60236,,,,,,,,,,,,,,,
1528,55399,Steven Erikson,1999,Gardens of the Moon,eng,3.85,57993,,,,,,,,,,,,,,,
1529,816720,Paulo Coelho,2006,A Bruxa de Portobello,eng,3.51,51461,,,,,,,,,,,,,,,
1530,77276,Madeleine L'Engle,1978,A Swiftly Tilting Planet,eng,4.13,75851,,,,,,,,,,,,,,,
1531,262430,Suzanne Collins,2003,Gregor the Overlander,eng,3.99,66823,,,,,,,,,,,,,,,
1532,8554005,Jodi Picoult,2011,Sing You Home,en-US,3.76,62494,,,,,,,,,,,,,,,
1533,31336,Anne Rice,1992,The Tale of the Body Thief,en-US,3.7,67267,,,,,,,,,,,,,,,
1534,15158,David Baldacci,2005,The Camel Club,eng,4.02,58973,,,,,,,,,,,,,,,
1535,33676,James Patterson,2006,Saving The World and Other Extreme Sports,en-US,4.16,75436,,,,,,,,,,,,,,,
1536,43892,Terry Goodkind,1996,Blood of the Fold,en-US,3.98,60624,,,,,,,,,,,,,,,
1537,16180,Philippa Gregory,2006,The Boleyn Inheritance,eng,3.84,62135,,,,,,,,,,,,,,,
1538,22501028,Anne Tyler,2015,A Spool of Blue Thread,eng,3.4,42339,,,,,,,,,,,,,,,
1539,30555488,Colson Whitehead,2016,The Underground Railroad,eng,4.04,72052,,,,,,,,,,,,,,,
1540,106085,Melissa de la Cruz,2007,Masquerade,en-US,3.91,76598,,,,,,,,,,,,,,,
1541,8685612,Julie Kagawa,2011,The Iron Queen,eng,4.24,82373,,,,,,,,,,,,,,,
1542,16034964,Cora Carmack,2012,Losing It,eng,3.77,84438,,,,,,,,,,,,,,,
1544,6192,J.M. Coetzee,1999,Disgrace,eng,3.83,50422,,,,,,,,,,,,,,,
1545,776407,"A.A. Milne, Ernest H. Shepard",1928,The House at Pooh Corner,en-US,4.36,69102,,,,,,,,,,,,,,,
1546,7165300,Brent Weeks,2010,The Black Prism,en-US,4.24,58906,,,,,,,,,,,,,,,
1547,6976,Sue Monk Kidd,2004,The Mermaid Chair,eng,3.1,62760,,,,,,,,,,,,,,,
1548,537296,Arnold Lobel,1970,Frog and Toad Are Friends,eng,4.18,70119,,,,,,,,,,,,,,,
1549,324277,"Lemony Snicket, Brett Helquist",2002,The Carnivorous Carnival,en-US,3.97,83981,,,,,,,,,,,,,,,
1550,6574102,Ally Carter,2010,Heist Society,en-US,3.91,75834,,,,,,,,,,,,,,,
1551,29437949,B.A. Paris,2016,Behind Closed Doors,eng,3.93,57865,,,,,,,,,,,,,,,
1552,682804,Michael Shaara,1974,The Killer Angels,en-US,4.3,58372,,,,,,,,,,,,,,,
1553,30274,Laurell K. Hamilton,1995,"Circus of the Damned (Anita Blake, Vampire Hunter, #3)",en-US,4.16,73883,,,,,,,,,,,,,,,
1554,59264,Jonathan Stroud,2006,Ptolemy's Gate,eng,4.24,63838,,,,,,,,,,,,,,,
1555,29981,H.G. Wells,1896,The Island of Dr. Moreau,eng,3.72,60346,,,,,,,,,,,,,,,
1558,6609765,Sharon M. Draper,2010,Out of My Mind,en-US,4.37,63756,,,,,,,,,,,,,,,
1559,12716010,Lauren Kate,2012,Rapture,eng,4.03,79360,,,,,,,,,,,,,,,
1560,8564935,Amanda Hocking,2010,Switched,eng,3.89,45319,,,,,,,,,,,,,,,
1561,130440,"Boris Pasternak, Max Hayward, Manya Harari, John Bayley",1957,Доктор Живаго,eng,4.03,59973,,,,,,,,,,,,,,,
1565,12875355,P.D. James,2012,Death Comes to Pemberley,eng,3.21,65906,,,,,,,,,,,,,,,
1566,5246,Edith Wharton,1911,Ethan Frome,eng,3.35,72421,,,,,,,,,,,,,,,
1567,5205,"Jane Hamilton, Frank  Muller, C.J. Critt",1992,A Map of the World,en-GB,3.78,61347,,,,,,,,,,,,,,,
1568,27362503,Colleen Hoover,2016,It Ends with Us,eng,4.44,80433,,,,,,,,,,,,,,,
1569,143534,"O. Henry, Lisbeth Zwerger",1905,The Gift of the Magi,eng,4.07,66537,,,,,,,,,,,,,,,
1570,7442,Tom Wolfe,1968,The Electric Kool-Aid Acid Test,en-US,3.92,54848,,,,,,,,,,,,,,,
1571,7437,"William S. Burroughs, James Grauerholz, Barry  Miles",1959,The Naked Lunch,en-US,3.46,55473,,,,,,,,,,,,,,,
1572,25100,"Neil Gaiman, Kelley Jones, Charles Vess, Colleen Doran, Malcolm Jones III, Steve Erickson",1991,The Sandman: Dream Country,eng,4.28,67753,,,,,,,,,,,,,,,
1573,5360,John Grisham,2001,A Painted House,eng,3.67,59974,,,,,,,,,,,,,,,
1574,18423,"Ursula K. Le Guin, Lech Jęczmyk",1969,The Left Hand of Darkness,eng,4.05,61888,,,,,,,,,,,,,,,
1575,3213286,"John Green, Maureen Johnson, Lauren Myracle",2008,Let It Snow: Three Holiday Romances,eng,3.84,57632,,,,,,,,,,,,,,,
1576,7912007,Stephen King,2010,"Full Dark, No Stars",en-US,4.03,60672,,,,,,,,,,,,,,,
1577,20696006,Atul Gawande,2014,Being Mortal: Medicine and What Matters in the End,eng,4.4,56510,,,,,,,,,,,,,,,
1578,32439,Dean Koontz,1987,Intensity,eng,4.04,58062,,,,,,,,,,,,,,,
1579,6472246,Chelsea Handler,2010,Chelsea Chelsea Bang Bang,en-US,3.81,55355,,,,,,,,,,,,,,,
1580,37793,"Henrik Ibsen, Michael   Meyer",1879,Et dukkehjem,eng,3.69,69450,,,,,,,,,,,,,,,
1581,12658,James A. Michener,1959,Hawaii,en-GB,4.18,59963,,,,,,,,,,,,,,,
1582,48328,Richard Yates,1961,Revolutionary Road,eng,3.89,56550,,,,,,,,,,,,,,,
1583,25373,"Rachel Cohn, David Levithan",2006,Nick & Norah's Infinite Playlist,en-US,3.73,60372,,,,,,,,,,,,,,,
1584,18545,"Tom Stoppard, Henry Popkin",1966,Rosencrantz and Guildenstern are Dead,eng,4.06,67077,,,,,,,,,,,,,,,
1585,9409458,Maggie Stiefvater,2011,Forever,eng,3.91,85034,,,,,,,,,,,,,,,
1586,607639,Alex Garland,1996,The Beach,eng,3.91,52333,,,,,,,,,,,,,,,
1587,6617928,"Beth Hoffman, Jenna Lamia",2010,Saving CeeCee Honeycutt,eng,3.92,54341,,,,,,,,,,,,,,,
1588,10407279,Charlaine Harris,2012,Deadlocked,eng,3.65,65932,,,,,,,,,,,,,,,
1589,10579,Stephen King,2002,Everything's Eventual: 14 Dark Tales,eng,3.94,60932,,,,,,,,,,,,,,,
1592,7667,Michael Crichton,1996,Airframe,eng,3.66,59229,,,,,,,,,,,,,,,
1593,13812,Raymond E. Feist,1982,Magician,en-US,4.17,62432,,,,,,,,,,,,,,,
1594,854757,Jennifer Crusie,2004,Bet Me,eng,3.95,70737,,,,,,,,,,,,,,,
1595,318431,Nelson Mandela,1994,Long Walk to Freedom: The Autobiography of Nelson Mandela,eng,4.31,43927,,,,,,,,,,,,,,,
1596,20707959,John Grisham,2014,Gray Mountain,eng,3.52,37379,,,,,,,,,,,,,,,
1597,122,Bryce Courtenay,1989,The Power of One,eng,4.34,57312,,,,,,,,,,,,,,,
1598,29999,Dashiell Hammett,1930,The Maltese Falcon,eng,3.92,58742,,,,,,,,,,,,,,,
1599,8949352,Kristin Hannah,2011,Night Road,en-US,4.17,58028,,,,,,,,,,,,,,,
1600,220970,Lee Child,1999,Tripwire,eng,4.07,55251,,,,,,,,,,,,,,,
1601,26329,Daniel Goleman,1995,Emotional Intelligence,eng,3.98,47661,,,,,,,,,,,,,,,
1602,6585201,Jim Butcher,2010,Changes,eng,4.54,66402,,,,,,,,,,,,,,,
1604,270805,Ellen Hopkins,2007,Impulse,en-US,4.29,59804,,,,,,,,,,,,,,,
1605,6440,Walter Scott,1819,Ivanhoe,eng,3.75,65828,,,,,,,,,,,,,,,
1606,86663,Janet Evanovich,2004,Ten Big Ones,en-US,4.13,76052,,,,,,,,,,,,,,,
1607,32506,Michael Connelly,1996,The Poet,eng,4.19,56191,,,,,,,,,,,,,,,
1608,7719245,Kiersten White,2010,Paranormalcy,eng,3.91,79959,,,,,,,,,,,,,,,
1609,7351574,Mark Cotta Vaz,2010,Eclipse: The Official Illustrated Movie Companion,en-US,4.44,50084,,,,,,,,,,,,,,,
1610,13127599,Adriana Trigiani,2012,The Shoemaker's Wife,eng,3.98,53378,,,,,,,,,,,,,,,
1613,2195464,"Haruki Murakami, Philip Gabriel",2007,走ることについて語るときに僕の語ること [Hashiru koto ni tsuite kataru toki ni boku no kataru koto],eng,3.79,49344,,,,,,,,,,,,,,,
1614,8680278,Jenny Han,2011,We'll Always Have Summer,en-US,4.17,68112,,,,,,,,,,,,,,,
1615,6480781,"Andre Agassi, J.R. Moehringer",2009,Open: An Autobiography,eng,4.18,47185,,,,,,,,,,,,,,,
1616,136782,Anthony Horowitz,2000,Alex Rider: Stormbreaker,eng,3.97,67602,,,,,,,,,,,,,,,
1617,21745,"Lee Child, Dick Hill",2002,Without Fail ,eng,4.16,53411,,,,,,,,,,,,,,,
1618,95617,"Francine Rivers, Richard Ferrone",1993,A Voice in the Wind,en-US,4.6,55556,,,,,,,,,,,,,,,
1620,14817,Philip K. Dick,1977,A Scanner Darkly ,eng,4.04,54014,,,,,,,,,,,,,,,
1622,162898,Mark Twain,1889,A Connecticut Yankee in King Arthur's Court,eng,3.76,50112,,,,,,,,,,,,,,,
1623,106069,"Jeph Loeb, Tim Sale, Gregory Wright, Richard Starkings",1997,Batman: The Long Halloween,eng,4.29,54781,,,,,,,,,,,,,,,
1624,298275,"Jean-Paul Sartre, Lloyd Alexander, Hayden Carruth",1938,La Nausée,eng,3.91,50876,,,,,,,,,,,,,,,
1626,5217282,Brandon Mull,2009,"Fablehaven: Secrets of the Dragon Sanctuary (Fablehaven, #4)",eng,4.35,60744,,,,,,,,,,,,,,,
1627,3507,Janet Evanovich,2006,Twelve Sharp,eng,4.14,74747,,,,,,,,,,,,,,,
1628,12287209,Hugh Howey,2011,Wool,eng,4.12,59191,,,,,,,,,,,,,,,
1629,13662,Ursula K. Le Guin,1970,The Tombs of Atuan,eng,4.07,61457,,,,,,,,,,,,,,,
1630,3475161,Jim Butcher,2009,Turn Coat,en-US,4.45,64089,,,,,,,,,,,,,,,
1631,608474,"Arthur Conan Doyle, Peter Ackroyd, Ed Glinert",1890,The Sign of Four,eng,3.96,60469,,,,,,,,,,,,,,,
1632,967494,Jan Brett,1929,РУКАВИЧКА: Українська народна казка,eng,4.23,66701,,,,,,,,,,,,,,,
1633,31338,Anne Rice,1995,Memnoch The Devil,eng,3.73,62641,,,,,,,,,,,,,,,
1634,2402971,Michael Scott,2008,The Magician: The Secrets of The Immortal Nicholas Flamel,eng,4.09,67539,,,,,,,,,,,,,,,
1635,766955,"Doreen Cronin, Betsy Lewin",1999,"Click, Clack, Moo: Cows That Type",eng,4.23,67171,,,,,,,,,,,,,,,
1636,1412138,Patricia Briggs,2008,Iron Kissed,en-US,4.36,83051,,,,,,,,,,,,,,,
1637,9378297,Kendare Blake,2011,Anna Dressed in Blood,en-US,3.96,72732,,,,,,,,,,,,,,,
1639,310146,Avi,1990,The True Confessions of Charlotte Doyle,eng,3.81,67608,,,,,,,,,,,,,,,
1640,4929705,Robert Goolrick,2009,A Reliable Wife,en-US,3.25,58348,,,,,,,,,,,,,,,
1641,248596,Ray Bradbury,1962,Something Wicked This Way Comes,eng,3.95,64813,,,,,,,,,,,,,,,
1642,11334,Toni Morrison,1977,Song of Solomon,eng,4.01,59756,,,,,,,,,,,,,,,
1644,227571,Leif Enger,2001,Peace Like a River,en-US,3.98,59642,,,,,,,,,,,,,,,
1645,22285,Chuck Palahniuk,2007,Rant: An Oral Biography of Buster Casey,en-US,3.82,49255,,,,,,,,,,,,,,,
1646,9534,Orson Scott Card,2000,Shadow of the Hegemon,en-US,3.93,58991,,,,,,,,,,,,,,,
1647,7704143,أحمد مراد,2010,تراب الماس,ara,4.09,43016,,,,,,,,,,,,,,,
