author,Art,Biography,Business,Christian,Classics,Comics,Cookbooks,Crime,Fantasy,Fiction,History,Manga,Mystery,Poetry,Psychology
James Grauerholz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barry  Miles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kelley Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charles Vess,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colleen Doran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve Erickson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lech Jeczmyk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maureen Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lauren Myracle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atul Gawande,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henrik Ibsen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael   Meyer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James A. Michener,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richard Yates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rachel Cohn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Stoppard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henry Popkin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Garland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beth Hoffman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jenna Lamia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raymond E. Feist,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285,0.0,0.0,0.2857142857142857,0.14285714285714285
Jennifer Crusie,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0
Nelson Mandela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryce Courtenay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dashiell Hammett,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0
Daniel Goleman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Munro Leaf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Lawson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Walter Scott,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiersten White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adriana Trigiani,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.25,0.0
MacLeod Andrews,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andre Agassi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.R. Moehringer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Horowitz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dick Hill,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.0
Richard Ferrone,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25
Daniel H. Pink,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeph Loeb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gregory Wright,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richard Starkings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jean-Paul Sartre,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0
Lloyd Alexander,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0
Hayden Carruth,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0
John Eldredge,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2
Peter Ackroyd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ed Glinert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doreen Cronin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0
Betsy Lewin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0
Kendare Blake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Avi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Goolrick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leif Enger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Janette Sebring Lowrey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gustaf Tenggren,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maeve Binchy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kate Jacobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Foster Wallace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emma Chase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Wyndham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick deWitt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcelo Barbao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shilpi Somaya Gowda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montserrat Mira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Katherine Duncan-Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ron Hall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denver Moore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tracy Kidder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark  Lawrence,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0
Nancy Farmer,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25
Walt Whitman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.H. Lawrence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doris Lessing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chester Brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George S. Clason,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leigh Eddings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goran Skrobonja,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sarah Addison Allen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frederick Douglass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greg Behrendt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liz Tuccillo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alev Lytle Croutier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rachel Caine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stasi Eldredge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peter David,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robin Furth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jae Lee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richard Isanove,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.2,0.0
Ruth Ozeki,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tucker Max,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jay Crownover,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlotte Connan de vries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert B. Cialdini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephen Marlowe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Louise Fitzhugh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sarah Waters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marian Keyes,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0,0.0
Louise Penny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Ajvide Lindqvist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.25
Benjamin F. Fisher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morgan Matson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oswald Chambers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrea Cremer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naomi Novik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alfred Lansing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rebecca Stead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phyllis Reynolds Naylor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jo Nesbo,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0
Don Bartlett,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0
Stephen Kendrick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Kendrick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Sherwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rebecca Donovan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sidney Sheldon,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
M.C. Escher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruce Brooks Pfeiffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donna Woolfolk Cross,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sebastian Faulks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joshua Foer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sue Miller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maxine Paetro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
Norman Bridwell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Katy Evans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anne Bronte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stevie Davies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Walter Farley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keith Ward,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomie dePaola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R.L. Mathewson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0
David Bayles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ted Orland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hayden Herrera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.C. Hunter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mo Willems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henry James,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patricia Crick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gustave Dore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlotte Perkins Gilman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noah Hawley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mHmd Sdq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B.A. Shapiro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marilynne Robinson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas Pynchon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0
David Alabort,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manuel Espin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terry Brooks,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0
Ann-Marie MacDonald,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2
Tracey Garvis-Graves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miep Gies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alison Leslie Gold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clive Cussler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Bond,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0
Peggy Fortnum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0
Nelson DeMille,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rumiko Takahashi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Seltzer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Rob Smith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nancy E. Turner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amanda Hopkinson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Caistor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Audrey Penn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruth E. Harper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nancy M. Leak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Elder Robison,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sherrilyn Kenyon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.2
Gabrielle Charbonnet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curtis Sittenfeld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Kiedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Larry Sloman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brigitte Walitzek,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
Gail Carriger,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666
Lisa McMann,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siddhartha Mukherjee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deepak Chopra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anne Lamott,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0
Kerstin Gier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timothy Zahn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robin Cook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Louise L. Hay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emma Straub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oliver Potzsch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lee Chadeayne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patricia C. Wrede,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0,0.14285714285714285,0.2857142857142857
Peter de Seve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0,0.14285714285714285,0.2857142857142857
John Sandford,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0
Tami Hoag,0.125,0.0,0.125,0.125,0.0,0.125,0.125,0.0,0.125,0.125,0.0,0.125,0.0,0.0,0.0
Melanie Benjamin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Shannon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
William Strunk Jr.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R.A. Salvatore,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.25
Jerry Pournelle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
John  Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John McGahern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Cote,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephen Schwartz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joan Marcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winnie Holzman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garth Ennis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0
Steve Dillon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0
Joe R. Lansdale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edmond Rostand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eteel Lawson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lowell Bair,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anne Fadiman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J. Kenner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve Parkhouse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Bachalo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Zulli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clive Barker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eleanor H. Porter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.H. Williams III,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dave Stewart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Anthony  Ryan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Howard Pyle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lawrence Hill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richard Francis Burton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A.S. Byatt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lily King,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Louis Darling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tracy Dockray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carrie Ryan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eleanor Catton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chip Heath,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dan Heath,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piers Paul Read,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joyce Meyer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'thyr `bdllh lnshmy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richard Castle,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0
Amazon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iain Banks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marisha Pessl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rob Lowe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Kwan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Dugoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Mignola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Byrne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Francine du Plessix Gray,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0
Joachim Neugroschel,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0
Shirley Jackson,0.14285714285714285,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285
Laura   Miller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dodie Smith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Jakes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus Aurelius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin Hammond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diskin Clay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dave Barry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ridley Pearson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greg Call,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sigmund Freud,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mary Karr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raine Miller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff VanderMeer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leonard Mlodinow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reza Aslan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan-Philipp Sendker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0
Kevin Wiliarty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0
Iain M. Banks,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.0
David J. Schwartz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlo Collodi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monteiro Lobato,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robin LaFevers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stormie Omartian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henry Miller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brian Sibley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alice Hoffman,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.2
John Howard Griffin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Kellerman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert James Waller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Bittman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wassily Kandinsky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winston Groom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin O'Brien,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carolyn G. Heilbrun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italo Calvino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patricia MacLachlan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ywsf zydn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ian Falconer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brene Brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eben Alexander,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A.J. Jacobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Katherine Dunn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dudley Fitts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25
Elena Bono,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25
Robert Penn Warren,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vince Flynn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hannah Kent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peter Mayle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bagram Ibatoulline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin Cruz Smith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tara Conklin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Karen Hesse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Elizabeth Wein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.K. Sandars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anna Godbersen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philip Roth,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
Gena Showalter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elizabeth Berg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yoshiki Nakamura,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paolo Bacigalupi,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0
Richard Allen Cave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilona Andrews,0.13333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,0.13333333333333333,0.0,0.06666666666666667,0.26666666666666666,0.13333333333333333,0.0,0.06666666666666667,0.13333333333333333,0.0
Irene Nemirovsky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sandra Smith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vincent van Gogh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ronald de Leeuw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Roskill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
